Family,Genome,Source information,Accession,Date completed,Date updated,Genome length,Number of proteins,Host
Polyomaviridae,Rhynchobatus djiddensis polyomavirus 1,isolate:UGA1,NC_026244,01/23/2015,08/13/2018,3962 nt,4,vertebrates
Polyomaviridae,Rousettus aegyptiacus polyomavirus 1,strain:12SuB01,NC_034219,03/17/2017,08/13/2018,5014 nt,6,vertebrates
Polyomaviridae,STL polyomavirus,strain:MA138,NC_020106,01/11/2013,08/13/2018,4776 nt,6,vertebrates
Polyomaviridae,Saimiri sciureus polyomavirus 1,isolate:2033,NC_038559,08/24/2018,06/04/2019,5067 nt,5,vertebrates
Polyomaviridae,Sea otter polyomavirus 1,isolate:6831-13,NC_025259,10/16/2014,08/13/2018,5145 nt,6,vertebrates
Polyomaviridae,Sheep polyomavirus 1,isolate:VH4-S14,NC_026942,05/03/2015,08/13/2018,5132 nt,7,vertebrates
Polyomaviridae,Simian virus 12,strain:SA12,NC_007611,11/18/2005,08/13/2018,5230 nt,6,vertebrates
Polyomaviridae,Sparus aurata polyomavirus 1,isolate:SA9poly,NC_030838,08/29/2016,08/13/2018,7299 nt,5,vertebrates
Polyomaviridae,Squirrel monkey polyomavirus,isolate:Squi0106,NC_009951,10/30/2007,08/13/2018,5075 nt,6,vertebrates
Polyomaviridae,Sturnira lilium polyomavirus 1,isolate:B0454,NC_038557,08/24/2018,08/24/2018,5058 nt,4,vertebrates
Polyomaviridae,Sumatran orang-utan polyomavirus,isolate:Pi; sub-species:Sum,NC_028127,10/08/2009,08/13/2018,5358 nt,5,vertebrates
Polyomaviridae,Sus scrofa polyomavirus 1,isolate:471,NC_040598,02/12/2019,02/12/2019,5068 nt,12,vertebrates
Polyomaviridae,Tadarida brasiliensis polyomavirus 1,-,NC_026012,01/07/2015,08/13/2018,4882 nt,5,vertebrates
Polyomaviridae,Tadarida brasiliensis polyomavirus 2,-,NC_026015,01/07/2015,08/13/2018,4893 nt,5,vertebrates
Polyomaviridae,Trematomus bernacchii polyomavirus 1,isolate:BIS330,NC_040638,02/12/2019,02/12/2019,5541 nt,3,vertebrates
Polyomaviridae,Trematomus pennellii polyomavirus 1,isolate:PES6,NC_026944,05/05/2015,08/13/2018,6219 nt,4,vertebrates
Polyomaviridae,Trichodysplasia spinulosa-associated polyomavirus,-,NC_014361,08/05/2010,08/13/2018,5232 nt,5,vertebrates
Polyomaviridae,Tupaia glis polyomavirus 1,isolate:4373 Thai 87,NC_040566,02/12/2019,02/12/2019,5234 nt,9,vertebrates
Polyomaviridae,Vicugna pacos polyomavirus 1,isolate:UCD1,NC_034251,04/05/2017,08/13/2018,5052 nt,5,vertebrates
Polyomaviridae,WU Polyomavirus,strain:B0,NC_009539,06/07/2007,08/13/2018,5229 nt,5,"vertebrates, human"
Polyomaviridae,Yellow baboon polyomavirus 1,isolate:BS20,NC_025894,12/11/2014,08/13/2018,5064 nt,5,vertebrates
Portogloboviridae,Sulfolobus polyhedral virus 1,isolate:S14,NC_038017,07/12/2018,08/13/2018,20222 nt,45,
Poxviridae,Adoxophyes honmai entomopoxvirus 'L',isolate:Tokyo,NC_021247,05/17/2013,08/13/2018,228750 nt,247,invertebrates
Poxviridae,Amsacta moorei entomopoxvirus,-,NC_002520,08/30/2000,08/13/2018,232392 nt,294,invertebrates
Poxviridae,Anomala cuprea entomopoxvirus,strain:CV6M,NC_023426,02/06/2014,08/13/2018,245717 nt,263,invertebrates
Poxviridae,BeAn 58058 virus,strain:BeAn58058,NC_032111,12/16/2016,08/13/2018,163005 nt,210,vertebrates
Poxviridae,Bovine papular stomatitis virus,strain:BV-AR02; isolate:ORFB,NC_005337,01/21/2004,08/13/2018,134431 nt,131,vertebrates
Poxviridae,Camelpox virus,isolate:M-96,NC_003391,02/04/2002,08/15/2018,205719 nt,211,vertebrates
Poxviridae,Canarypox virus,strain:ATCC VR-111; isolate:Wheatley C93,NC_005309,01/03/2004,08/13/2018,359853 nt,328,vertebrates
Poxviridae,Choristoneura biennis entomopoxvirus,-,NC_021248,05/17/2013,08/13/2018,307691 nt,334,invertebrates
Poxviridae,Choristoneura rosaceana entomopoxvirus 'L',-,NC_021249,05/17/2013,08/13/2018,282895 nt,296,invertebrates
Poxviridae,Cotia virus SPAn232,strain:SPAn232,NC_016924,02/23/2012,08/13/2018,185139 nt,185,vertebrates
Poxviridae,Cowpox virus,strain:Brighton Red,NC_003663,04/16/2002,08/13/2018,224499 nt,233,"vertebrates, human"
Poxviridae,Deerpox virus W-848-83,isolate:W-848-83,NC_006966,04/08/2005,08/13/2018,166259 nt,169,vertebrates
Poxviridae,Ectromelia virus,strain:Moscow,NC_004105,01/01/1999,08/13/2018,209771 nt,173,vertebrates
Poxviridae,Eptesipox virus,strain:Washington,NC_035460,08/28/2017,08/13/2018,176688 nt,191,vertebrates
Poxviridae,Flamingopox virus FGPVKD09,isolate:FGPVKD09,NC_036582,01/13/2018,08/13/2018,293123 nt,256,vertebrates
Poxviridae,Fowlpox virus,-,NC_002188,03/21/2000,08/13/2018,288539 nt,261,vertebrates
Poxviridae,Goatpox virus Pellor,strain:Pellor,NC_004003,06/05/2002,08/13/2018,149599 nt,150,vertebrates
Poxviridae,Linepithema humile entomopoxvirus 1,strain:11CAT08,NC_040577,02/12/2019,02/12/2019,46321 nt,11,invertebrates
Poxviridae,Lumpy skin disease virus NI-2490,isolate:Neethling 2490,NC_003027,07/22/2001,08/13/2018,150773 nt,156,vertebrates
Poxviridae,Melanoplus sanguinipes entomopoxvirus,-,NC_001993,12/22/1998,08/13/2018,236120 nt,267,invertebrates
Poxviridae,Molluscum contagiosum virus subtype 1,-,NC_001731,08/15/1996,08/13/2018,190289 nt,163,"vertebrates, human"
Poxviridae,Monkeypox virus Zaire-96-I-16,strain:Zaire-96-I-16,NC_003310,12/12/2001,08/13/2018,196858 nt,191,"vertebrates, human"
Poxviridae,Murmansk poxvirus,strain:LEIV-11411,NC_035468,08/24/2017,08/13/2018,204055 nt,206,vertebrates
Poxviridae,Mythimna separata entomopoxvirus 'L',-,NC_021246,05/17/2013,08/13/2018,281182 nt,306,invertebrates
Poxviridae,Myxoma virus,strain:Lausanne,NC_001132,12/04/1999,08/13/2018,161773 nt,170,vertebrates
Poxviridae,NY_014 poxvirus,strain:2013,NC_035469,08/24/2017,08/13/2018,200223 nt,197,vertebrates
Poxviridae,Nile crocodilepox virus,-,NC_008030,05/16/2006,08/13/2018,190054 nt,173,vertebrates
Poxviridae,Orf virus,strain:OV-SA00; isolate:ORFD,NC_005336,01/21/2004,08/13/2018,139962 nt,130,"vertebrates, human"
Poxviridae,Parapoxvirus red deer/HL953,strain:HL953,NC_025963,12/24/2014,08/13/2018,139981 nt,130,vertebrates
Poxviridae,Penguinpox virus,isolate:PSan92,NC_024446,06/25/2014,08/13/2018,306862 nt,242,vertebrates
Poxviridae,Pigeonpox virus,isolate:FeP2,NC_024447,06/25/2014,08/13/2018,282356 nt,224,vertebrates
Poxviridae,Pseudocowpox virus,strain:VR634,NC_013804,02/16/2010,08/13/2018,145289 nt,134,vertebrates
Poxviridae,Pteropox virus,strain:Australia,NC_030656,07/25/2016,08/13/2018,133492 nt,143,vertebrates
Poxviridae,Quailpox virus,-,NC_043178,06/28/2019,06/28/2019,581 nt,1,vertebrates
Poxviridae,Rabbit fibroma virus,strain:Kasza,NC_001266,12/15/1999,08/13/2018,159857 nt,165,vertebrates
Poxviridae,Raccoonpox virus,strain:Herman,NC_027213,06/15/2015,08/13/2018,214699 nt,207,vertebrates
Poxviridae,Salmon gill poxvirus,isolate:2012-04-F277-L3G,NC_027707,08/18/2015,08/13/2018,241564 nt,210,vertebrates
Poxviridae,Sea otter poxvirus,strain:ELK,NC_037656,06/22/2018,08/13/2018,127879 nt,132,vertebrates
Poxviridae,Seal parapoxvirus,isolate:AFK76s1,NC_035188,07/14/2017,08/13/2018,127941 nt,120,vertebrates
Poxviridae,Sheeppox virus,strain:TU-V02127,NC_004002,06/05/2002,08/13/2018,149955 nt,148,vertebrates
Poxviridae,Skunkpox virus,strain:WA,NC_031038,09/23/2016,08/13/2018,222832 nt,211,vertebrates
Poxviridae,Squirrel fibroma virus,isolate:SQ3944,NC_043179,06/28/2019,06/28/2019,296 nt,1,vertebrates
Poxviridae,Squirrelpox virus,strain:Red squirrel UK,NC_022563,10/03/2013,08/13/2018,148803 nt,141,vertebrates
Poxviridae,Squirrelpox virus Berlin_2015,strain:Berlin_2015,NC_035797,09/13/2017,08/13/2018,142974 nt,-,vertebrates
Poxviridae,Swinepox virus,isolate:17077-99,NC_003389,01/31/2002,08/13/2018,146454 nt,150,vertebrates
Poxviridae,Taterapox virus,strain:Dahomey 1968,NC_008291,08/24/2006,08/13/2018,198050 nt,225,vertebrates
Poxviridae,Turkeypox virus,strain:TKPV-HU1124/2011,NC_028238,11/03/2015,08/13/2018,188534 nt,171,vertebrates
Poxviridae,Vaccinia virus,strain:WR (Western Reserve),NC_006998,05/19/2005,08/13/2018,194711 nt,223,"vertebrates, human"
Poxviridae,Variola virus,"strain:India-1967, ssp. major; isolate:Ind3",NC_001611,05/04/1993,08/13/2018,185578 nt,197,"vertebrates, human"
Poxviridae,Volepox virus,strain:CA,NC_031033,09/23/2016,08/13/2018,217124 nt,206,vertebrates
Poxviridae,Yaba monkey tumor virus,-,NC_005179,11/08/2003,08/13/2018,134721 nt,140,"vertebrates, human"
Poxviridae,Yaba-like disease virus,-,NC_002642,01/06/2001,08/13/2018,144575 nt,152,"vertebrates, human"
Poxviridae,Yokapox virus,strain:DakArB 4268,NC_015960,08/30/2011,08/13/2018,175699 nt,186,vertebrates
Poxviridae,unidentified entomopoxvirus,-,NC_038921,02/10/1994,08/24/2018,1686 nt,1,invertebrates
Riboviria,Abisko virus,isolate:Abisko-6,NC_035470,08/24/2017,08/13/2018,10187 nt,3,invertebrates
Riboviria,Achimota virus 1,-,NC_025403,10/31/2014,08/13/2018,15624 nt,8,"vertebrates, human"
Riboviria,Achimota virus 2,-,NC_025404,10/31/2014,08/13/2018,15504 nt,8,"vertebrates, human"
Riboviria,Acinetobacter phage AP205,-,NC_002700,03/18/2001,08/13/2018,4268 nt,4,bacteria
Riboviria,Aconitum latent virus,isolate:D,NC_002795,05/29/2001,08/13/2018,8657 nt,6,plants
Riboviria,Actinidia chlorotic ringspot-associated virus,isolate:HN-6,"['NC_038773', 'NC_038771', 'NC_038770', 'NC_038772', 'NC_038769']",08/24/2018,08/24/2018,14146 nt,5,
Riboviria,Actinidia seed-borne latent virus,isolate:01227,NC_040800,02/12/2019,02/12/2019,8192 nt,4,plants
Riboviria,Actinidia virus 1,isolate:K75,NC_035453,08/24/2017,08/13/2018,18848 nt,12,plants
Riboviria,Actinidia virus A,isolate:TP7-93A,NC_043087,06/28/2019,06/28/2019,7566 nt,5,plants
Riboviria,Actinidia virus B,isolate:TP7-93B,NC_016404,11/18/2011,08/13/2018,7488 nt,5,plants
Riboviria,Actinidia virus X,strain:RV-3124,NC_028649,12/11/2015,08/13/2018,6888 nt,6,plants
Riboviria,Acute bee paralysis virus,-,NC_002548,09/14/2000,08/13/2018,9491 nt,2,invertebrates
Riboviria,Acyrthosiphon pisum virus,-,NC_003780,12/09/1997,08/13/2018,10035 nt,2,invertebrates
Riboviria,Adana virus,strain:195,"['NC_029129', 'NC_029128', 'NC_029127']",02/05/2016,08/13/2018,12389 nt,4,"vertebrates, invertebrates, human"
Riboviria,Adelaide River virus,isolate:DPP61,NC_028246,11/04/2015,08/13/2018,14627 nt,9,vertebrates
Riboviria,Adelphocoris suturalis virus,isolate:HBWH,NC_032728,01/17/2017,08/13/2018,10845 nt,5,invertebrates
Riboviria,Adult diarrheal rotavirus strain J19,strain:J19,"['NC_007550', 'NC_007548', 'NC_007551', 'NC_007553', 'NC_007557', 'NC_007552', 'NC_007554', 'NC_007555', 'NC_007556', 'NC_007549', 'NC_007558']",11/02/2005,08/13/2018,17961 nt,11,"vertebrates, human"
Riboviria,Aedes flavivirus,strain:Narita-21,NC_012932,07/24/2009,05/24/2019,11064 nt,2,"vertebrates, invertebrates, human"
Riboviria,Aedes pseudoscutellaris reovirus,-,"['NC_007672', 'NC_007666', 'NC_007667', 'NC_007668', 'NC_007669', 'NC_007670', 'NC_007671', 'NC_007673', 'NC_007674']",12/17/2005,08/13/2018,23147 nt,9,invertebrates
Riboviria,Aeonium ringspot virus,-,"['NC_038761', 'NC_038762']",08/24/2018,08/24/2018,11559 nt,2,plants
Riboviria,African bat icavirus PREDICT-06105,isolate:PREDICT-06105,NC_026470,02/17/2015,08/13/2018,8096 nt,1,vertebrates
Riboviria,African eggplant mosaic virus,isolate:2013-281,NC_043537,06/28/2019,06/28/2019,9646 nt,1,plants
Riboviria,African eggplant yellowing virus,isolate:eMA4,NC_034207,03/14/2017,08/25/2018,5953 nt,6,plants
Riboviria,African horse sickness virus,serotype:3,"['NC_006009', 'NC_006019', 'NC_006021', 'NC_006020', 'NC_005996', 'NC_006016', 'NC_006011', 'NC_006012', 'NC_006017', 'NC_006018']",07/13/2004,08/13/2018,19524 nt,11,"vertebrates, invertebrates"
Riboviria,African oil palm ringspot virus,-,NC_012519,04/02/2009,08/13/2018,7781 nt,5,plants
Riboviria,African pouched rat arterivirus,isolate:PREDICT-06509,NC_026439,02/10/2015,08/23/2018,14953 nt,10,vertebrates
Riboviria,Agave tequilana leaf virus,isolate:agave azul-Mex1,NC_034833,05/30/2017,08/13/2018,6958 nt,5,plants
Riboviria,Ageratum latent virus,isolate:1998,"['NC_022128', 'NC_022129', 'NC_022127']",08/23/2013,08/13/2018,8577 nt,5,plants
Riboviria,Agropyron mosaic virus,strain:ND402,NC_005903,06/17/2004,08/13/2018,9540 nt,2,plants
Riboviria,Soybean mosaic virus,strain:N,NC_002634,04/29/1993,08/13/2018,9588 nt,2,plants
Riboviria,Aguacate virus,strain:VP-175A,"['NC_015452', 'NC_015450', 'NC_015451']",04/27/2011,08/13/2018,12408 nt,4,"vertebrates, invertebrates, human"
Riboviria,Aichi virus 1,isolate:A846/88,NC_001918,07/09/1998,08/13/2018,8251 nt,1,human
Riboviria,Aichivirus B,strain:U-1,NC_004421,11/18/2002,08/13/2018,8374 nt,1,vertebrates
Riboviria,Aimelvirus 2,strain:gpai002,NC_035198,07/14/2017,08/13/2018,8080 nt,1,vertebrates
Riboviria,Aino virus,isolate:38K,"['NC_018465', 'NC_018460', 'NC_018459']",08/20/2012,08/13/2018,12135 nt,4,"vertebrates, invertebrates, human"
Riboviria,Akabane virus,strain:OBE-1,"['NC_009894', 'NC_009895', 'NC_009896']",10/05/2007,08/13/2018,12035 nt,4,"vertebrates, invertebrates, human"
Riboviria,Alajuela virus,strain:MARU 11079,"['NC_038717', 'NC_038716', 'NC_038715']",08/24/2018,08/24/2018,13166 nt,4,"vertebrates, invertebrates, human"
Riboviria,Alfalfa dwarf virus,isolate:Manfredi,NC_028237,11/03/2015,01/18/2019,14494 nt,7,plants
Riboviria,Alfalfa enamovirus 1,isolate:Manfredi,NC_029993,04/29/2016,08/13/2018,5726 nt,5,plants
Riboviria,Alfalfa latent virus,isolate:ATCC PV-264; culture-collection:ATCC:PV-264,NC_026616,03/06/2015,08/13/2018,8041 nt,5,plants
Riboviria,Pea streak virus,isolate:VRS-541,NC_027527,07/20/2015,08/13/2018,8041 nt,6,plants
Riboviria,Alfalfa mosaic virus,strain:425 Madison,"['NC_002025', 'NC_002024', 'NC_001495']",08/02/1993,08/13/2018,8274 nt,4,plants
Riboviria,Alfalfa virus F,isolate:SM-1_C50,NC_040565,02/12/2019,02/12/2019,6818 nt,1,"invertebrates, plants"
Riboviria,Alfalfa virus S,isolate:98.3A,NC_034622,05/24/2017,08/13/2018,8349 nt,6,plants
Riboviria,Algerian watermelon mosaic virus,isolate:H4,NC_010736,05/21/2008,08/13/2018,9842 nt,2,plants
Riboviria,Allium cepa amalgavirus 1,strain:AcAV1-OH1,NC_036580,01/13/2018,08/13/2018,3453 nt,2,plants
Riboviria,Allium cepa amalgavirus 2,strain:AcAV2-DH5225,NC_036581,01/13/2018,08/13/2018,3453 nt,2,plants
Riboviria,Allium virus X,-,NC_012211,03/12/2009,08/13/2018,7118 nt,5,plants
Riboviria,Allpahuayo mammarenavirus,strain:CLHP-2472,"['NC_010253', 'NC_010249']",01/14/2008,08/13/2018,10396 nt,4,"vertebrates, human"
Riboviria,Almpiwar virus,isolate:MRM4059,NC_025391,10/31/2014,08/13/2018,11156 nt,8,vertebrates
Riboviria,Oak-Vale virus,strain:CSIRO 1342,NC_025399,10/31/2014,08/13/2018,11220 nt,7,invertebrates
Riboviria,Alpinia mosaic virus,-,NC_043132,06/28/2019,06/28/2019,1731 nt,1,plants
Riboviria,Alstroemeria mosaic virus,isolate:O1,NC_043135,06/28/2019,06/28/2019,1867 nt,1,plants
Riboviria,Alstroemeria virus X,-,NC_007408,09/16/2005,08/13/2018,7009 nt,5,plants
Riboviria,Alstroemeria yellow spot virus,isolate:Als-2000,"['NC_040741', 'NC_040743', 'NC_040742']",02/12/2019,06/04/2019,16396 nt,5,"invertebrates, plants"
Riboviria,Alternanthera mild mosaic virus,-,NC_043136,06/28/2019,06/28/2019,1772 nt,1,plants
Riboviria,Alternanthera mosaic virus,-,NC_007731,01/25/2006,08/13/2018,6607 nt,5,plants
Riboviria,Alternaria alternata chrysovirus 1,strain:AaCV1,"['NC_040739', 'NC_040738', 'NC_040736', 'NC_040737', 'NC_040740']",02/12/2019,02/12/2019,12897 nt,5,fungi
Riboviria,Alternaria alternata virus 1,-,"['NC_010990', 'NC_010991', 'NC_010989', 'NC_010984']",06/18/2008,08/13/2018,10357 nt,4,fungi
Riboviria,Alternaria arborescens mitovirus 1,-,NC_030747,08/16/2016,08/13/2018,2506 nt,1,fungi
Riboviria,Alternaria arborescens victorivirus 1,-,NC_040793,02/12/2019,02/12/2019,5206 nt,2,fungi
Riboviria,Alternaria brassicicola betaendornavirus 1,isolate:1,NC_026136,01/12/2015,08/13/2018,10290 nt,1,fungi
Riboviria,Alternaria longipes dsRNA virus 1,strain:HN28,NC_024703,08/21/2014,08/13/2018,3415 nt,2,fungi
Riboviria,Amaranthus leaf mottle virus,isolate:I,NC_043420,09/28/2006,06/28/2019,1777 nt,1,plants
Riboviria,Amasya cherry disease associated chrysovirus,-,"['NC_009944', 'NC_009945', 'NC_009946', 'NC_009947']",09/10/2004,08/13/2018,11858 nt,4,fungi
Riboviria,Amasya cherry disease-associated mycovirus,-,"['NC_006441', 'NC_006440']",09/10/2004,08/13/2018,3841 nt,2,fungi
Riboviria,Amazon lily mild mottle virus,strain:Japan,"['NC_018404', 'NC_018402', 'NC_018403']",08/13/2012,08/13/2018,8206 nt,4,plants
Riboviria,Amazon lily mosaic virus,-,NC_043137,06/28/2019,06/28/2019,1298 nt,1,plants
Riboviria,Ambe virus,strain:BeAr407981,"['NC_033845', 'NC_033835', 'NC_033844']",02/27/2017,08/13/2018,12639 nt,4,"vertebrates, invertebrates, human"
Riboviria,American bat vesiculovirus TFFN-2013,isolate:liver2008,NC_022755,11/06/2013,08/13/2018,10692 nt,5,vertebrates
Riboviria,American grass carp reovirus,strain:AGCRV_PB01-155,"['NC_010585', 'NC_010594', 'NC_010593', 'NC_010584', 'NC_010591', 'NC_010586', 'NC_010587', 'NC_010592', 'NC_010588', 'NC_010589', 'NC_010590']",04/11/2008,08/13/2018,23576 nt,12,vertebrates
Riboviria,American hop latent virus,isolate:Bittergold,NC_017859,05/05/2012,08/13/2018,8601 nt,6,plants
Riboviria,American plum line pattern virus,-,"['NC_003452', 'NC_003453', 'NC_003451']",03/02/2001,08/13/2018,7830 nt,4,plants
Riboviria,Ampivirus A1,strain:NEWT/2013/HUN,NC_027214,06/15/2015,08/13/2018,9246 nt,1,vertebrates
Riboviria,Anagyris vein yellowing virus,-,NC_011559,11/12/2008,08/13/2018,6151 nt,3,"invertebrates, plants"
Riboviria,Andean potato latent virus,isolate:Col,NC_020470,03/08/2013,08/13/2018,6337 nt,3,"invertebrates, plants"
Riboviria,Andean potato mild mosaic virus,isolate:Hu,NC_020471,03/08/2013,08/13/2018,6226 nt,3,"invertebrates, plants"
Riboviria,Andes orthohantavirus,strain:Chile-9717869,"['NC_003466', 'NC_003467', 'NC_003468']",10/10/2000,08/13/2018,12104 nt,4,"vertebrates, human"
Riboviria,Andrena haemorrhoa nege-like virus,isolate:ahae2,NC_040813,02/12/2019,02/12/2019,8806 nt,3,
Riboviria,Angelica virus Y,isolate:AnVY-g,NC_043138,06/28/2019,06/28/2019,1888 nt,1,plants
Riboviria,Angelonia flower break virus,isolate:Florida,NC_007733,01/25/2006,01/18/2019,3962 nt,5,plants
Riboviria,Anhanga virus,strain:BeAn46852,"['NC_033836', 'NC_033846', 'NC_033837']",02/27/2017,08/13/2018,12568 nt,4,"vertebrates, invertebrates, human"
Riboviria,Anhembi virus,strain:SPAr2984,"['NC_043564', 'NC_043566', 'NC_043565']",06/28/2019,06/28/2019,12611 nt,3,"vertebrates, invertebrates, human"
Riboviria,Anjozorobe hantavirus,strain:Anjozorobe/Em/MDG/2009/ATD49,"['NC_034556', 'NC_034563', 'NC_034555']",05/15/2017,08/13/2018,11910 nt,3,"vertebrates, human"
Riboviria,Anopheles B virus,-,NC_038721,08/24/2018,08/24/2018,991 nt,1,"vertebrates, invertebrates, human"
Riboviria,Anopheles C virus,isolate:Ngousso,NC_030115,05/16/2016,08/13/2018,8919 nt,2,invertebrates
Riboviria,Anopheles flavivirus variant 1,-,NC_031327,10/05/2016,08/13/2018,10588 nt,2,invertebrates
Riboviria,Antarctic penguin virus A,isolate:001,NC_039017,08/24/2018,08/24/2018,14926 nt,6,"vertebrates, human"
Riboviria,Antarctic penguin virus B,isolate:002,NC_039018,08/24/2018,08/24/2018,14931 nt,6,"vertebrates, human"
Riboviria,Antarctic penguin virus C,isolate:003,NC_039019,08/24/2018,08/24/2018,15017 nt,6,"vertebrates, human"
Riboviria,Antarctic picorna-like virus 1,isolate:APLV1,NC_030232,05/31/2016,08/13/2018,8531 nt,2,environment
Riboviria,Antarctic picorna-like virus 2,isolate:APLV2,NC_030233,05/31/2016,08/13/2018,9357 nt,2,environment
Riboviria,Antarctic picorna-like virus 3,isolate:APLV3,NC_030234,05/31/2016,08/13/2018,8644 nt,1,environment
Riboviria,Antarctic picorna-like virus 4,isolate:APLV4,NC_030235,05/31/2016,08/13/2018,9168 nt,2,environment
Riboviria,Antheraea pernyi iflavirus,isolate:LnApIV-02,NC_023483,02/21/2014,08/13/2018,10176 nt,1,invertebrates
Riboviria,Anthoxanthum odoratum amalgavirus 1,strain:AoAV1-UN29855,NC_040432,02/12/2019,02/12/2019,3356 nt,2,
Riboviria,Anthurium mosaic-associated virus,strain:PHA,"['NC_043676', 'NC_043677', 'NC_043678']",06/28/2019,06/28/2019,10242 nt,5,fungi
Riboviria,Antonospora locustae virus 1,-,NC_035189,07/14/2017,08/13/2018,3387 nt,2,fungi
Riboviria,Aphid lethal paralysis virus,-,NC_004365,11/14/2002,08/13/2018,9812 nt,2,invertebrates
Riboviria,Aphis glycines virus 3,isolate:S6-IA,NC_034973,06/13/2017,08/13/2018,9445 nt,2,invertebrates
Riboviria,Apis dicistrovirus,isolate:AWD-1151,NC_035115,06/27/2017,08/13/2018,9126 nt,2,invertebrates
Riboviria,Apis flavivirus,isolate:RI-A,NC_035071,06/15/2017,08/13/2018,20414 nt,1,invertebrates
Riboviria,Apium virus Y,isolate:Ce,NC_014905,01/13/2011,08/13/2018,9917 nt,2,plants
Riboviria,Aplysia californica nido-like virus,isolate:EK,NC_040711,02/12/2019,02/12/2019,35906 nt,3,
Riboviria,Apoi virus,strain:ApMAR,NC_003676,05/19/2000,05/23/2019,10116 nt,1,"vertebrates, invertebrates, human"
Riboviria,Apore mammarenavirus,strain:LBCE 12071,"['NC_040762', 'NC_040763']",02/12/2019,02/12/2019,10617 nt,4,"vertebrates, human"
Riboviria,Apple chlorotic leaf spot virus,-,NC_001409,04/28/1993,08/13/2018,7555 nt,3,plants
Riboviria,Apple dimple fruit viroid,-,NC_003463,01/08/1997,08/13/2018,306 nt,-,
Riboviria,Apple green crinkle associated virus,isolate:Aurora-1,NC_018714,09/27/2012,08/13/2018,9266 nt,5,plants
Riboviria,Apple hammerhead viroid-like circular RNA,-,NC_028132,10/30/2015,08/13/2018,434 nt,-,
Riboviria,Apple latent spherical virus,-,"['NC_003787', 'NC_003788']",02/18/2000,08/13/2018,10196 nt,2,plants
Riboviria,Apple luteovirus 1,isolate:PA8,NC_040680,02/12/2019,02/12/2019,6001 nt,10,plants
Riboviria,Apple mosaic virus,-,"['NC_003464', 'NC_003465', 'NC_003480']",09/19/1999,08/13/2018,8511 nt,4,plants
Riboviria,Apple necrotic mosaic virus,-,"['NC_040470', 'NC_040471', 'NC_040469']",02/12/2019,02/12/2019,8101 nt,4,plants
Riboviria,Apple scar skin viroid,-,NC_001340,07/20/1990,08/13/2018,329 nt,-,
Riboviria,Apple stem grooving virus,-,NC_001749,05/26/1993,08/13/2018,6495 nt,2,plants
Riboviria,Apple stem pitting virus,strain:ASPV; isolate:PA66,NC_003462,05/17/1994,08/13/2018,9332 nt,5,plants
Riboviria,Apple-associated luteovirus,isolate:A68,NC_040549,02/12/2019,02/12/2019,5890 nt,8,plants
Riboviria,Apricot latent ringspot virus,isolate:Modesto,NC_043411,08/30/2000,06/28/2019,2218 nt,1,plants
Riboviria,Apricot latent virus,isolate:A18,NC_014821,12/27/2010,08/13/2018,9311 nt,5,plants
Riboviria,Apricot pseudo-chlorotic leaf spot virus,isolate:Sus2,NC_006946,04/07/2005,08/13/2018,7494 nt,3,plants
Riboviria,Apricot vein clearing associated virus,isolate:VC,NC_023295,01/02/2014,08/13/2018,7315 nt,4,plants
Riboviria,Aquareovirus C,strain:Golden shiner reovirus,"['NC_005169', 'NC_005173', 'NC_005172', 'NC_005171', 'NC_005170', 'NC_005168', 'NC_005167', 'NC_005175', 'NC_005174', 'NC_005166', 'NC_005176']",11/03/2003,08/13/2018,23696 nt,12,vertebrates
Riboviria,Aquatic bird bornavirus 1,isolate:062-CG,NC_029642,03/10/2016,08/23/2016,9006 nt,6,vertebrates
Riboviria,Aquatic bird bornavirus 2,isolate:duck-89,NC_030691,08/01/2016,08/13/2018,8904 nt,6,vertebrates
Riboviria,Arabidopsis halleri partitivirus 1,-,"['NC_030890', 'NC_030889']",09/12/2016,08/13/2018,3722 nt,2,plants
Riboviria,Arabis mosaic virus,isolate:NW,"['NC_006056', 'NC_006057']",07/20/2004,08/13/2018,11154 nt,2,plants
Riboviria,Arachis pintoi virus,isolate:Var A,NC_032104,12/14/2016,08/13/2018,7599 nt,5,plants
Riboviria,Araujia mosaic virus,isolate:ARG1973,NC_043139,06/28/2019,06/28/2019,1719 nt,1,plants
Riboviria,Aravan lyssavirus,-,NC_020808,03/26/2013,08/13/2018,11918 nt,5,"vertebrates, human"
Riboviria,Arboretum almendravirus,isolate:Lo-121,NC_025393,10/31/2014,08/13/2018,11482 nt,6,invertebrates
Riboviria,Areca palm necrotic spindle-spot virus,isolate:HNBT,NC_040836,02/12/2019,02/12/2019,9437 nt,1,plants
Riboviria,Areca palm velarivirus 1,isolate:APV1_HN,NC_027121,06/02/2015,08/13/2018,16080 nt,11,plants
Riboviria,Arenaviridae sp. 13ZR68,strain:13ZR68,"['NC_038366', 'NC_038367']",08/24/2018,08/24/2018,10559 nt,2,"vertebrates, human"
Riboviria,Argentinian mammarenavirus,strain:XJ13,"['NC_005081', 'NC_005080']",08/30/2003,08/13/2018,10525 nt,4,"vertebrates, human"
Riboviria,Armigeres iflavirus,strain:10P38-310,NC_036585,01/13/2018,08/13/2018,9283 nt,1,invertebrates
